,set_02,set_03,set_04,set_05,set_06,set_07,set_08,set_09,set_10,set_11,set_12,set_13,set_14,set_15,set_16,set_17,set_18,set_19,set_20,set_21,set_22,set_23,set_24,set_25,set_26,set_27,set_28,set_29,set_30,set_31,set_32,set_33,set_34,set_35,set_36,set_37,set_38,set_39,set_40,set_41,set_42,set_43,set_44,set_45,set_46,set_47
set_28,0.12008372169772089,0.46374741725192836,0.15184935658009596,0.15147817593260798,0.07834196844559001,0.12644483682658608,0.13092523714148707,0.14940349317256987,0.4427280124107687,0.405037765163268,0.40451007652672716,0.48380128094098834,0.4823843832847983,0.1447260366058746,0.09436477286457845,0.23461878826314228,0.1380241290765512,0.47210291192405157,0.08086301994433179,0.14157822431897107,0.1114183218634825,0.1287896466942568,0.061312068671196436,0.10712808461104975,0.4650524517244339,0.0761416781071595,0.14647969994823318,0.11524613634266774,0.11076897079007929,0.43652539250001005,0.1619557170541251,0.31886753923788774,0.14313596697806344,0.14476679531139902,0.4734726869173637,0.23270165824194686,0.3169402701785524,0.4454781469663732,0.0781988385558629,0.11111159401818363,0.4611607134501981,0.4835896098609025,0.08204815135747268,0.1565476498799575,0.16621397490077425,0.12633990549469234
set_29,0.1618616785967564,0.4503918646389132,0.17191765185206345,0.1703455219868835,0.0909423045892574,0.14925356632877265,0.16294022125166993,0.1613097418693534,0.42029453273676237,0.3904900402875039,0.38989740501215986,0.4683848573279109,0.4604416788039623,0.17071263704516146,0.1252775496810999,0.23283071456261162,0.1635837362691713,0.47724587541037816,0.13995387187134972,0.17170904161541542,0.14954493823447026,0.1873048896719067,0.07926961541414966,0.14706150476623236,0.43657960355811226,0.1209693514671109,0.18669483592564162,0.16652770828689967,0.14466082021192525,0.42708968063168395,0.16098852165564342,0.3113429032126405,0.16529121801932053,0.18313712313655736,0.4419751818840454,0.23062506148143533,0.30990298413818784,0.43194732546899983,0.1123635899871929,0.1758588723051287,0.4742773388322509,0.46538020800067786,0.11182803691214435,0.17925548978335218,0.16560224322712655,0.1909428023297477
set_30,0.1531089787877111,0.43529793131025146,0.1769932654396436,0.16723431834958863,0.09730229360114465,0.14719550531718922,0.1601965912388142,0.15797567016775288,0.406033938368277,0.3806585424983377,0.38043494545070805,0.45347477851205364,0.44312362174615716,0.1618012204978655,0.21727810263101552,0.23136503795182967,0.16035778897780562,0.4723776285738254,0.1275364164329137,0.16947569528892384,0.1487878055366631,0.20039378540951377,0.0778586072629153,0.15700632333915324,0.4200340220012535,0.1201356208396705,0.18548428771847733,0.15654168648281974,0.1537184597052661,0.4183008689372529,0.16026328314697005,0.30591112871892073,0.15966207197589968,0.19492822070412813,0.42472046792311785,0.22884549541374652,0.30469643231283755,0.4186642850648008,0.15634546066257407,0.18474863621048684,0.47450607075678974,0.4493942985122807,0.1610413607309389,0.17643118259691776,0.16505537296958686,0.17985246426457868
set_31,0.035979244973821475,0.03311272942504513,0.032673588966772436,0.03463251334444054,0.07550586954492125,0.03571530312635514,0.035000318924925646,0.033233334870069985,0.03360974759526174,0.031604723741322616,0.03162336370472391,0.032389558719931294,0.031171168143923636,0.0341387161801197,0.07384791611998412,0.034103110992660834,0.034400519261261975,0.030901049398478177,0.07017721564734722,0.03525544105259018,0.035063468665831765,0.03364715612433176,0.06287456391956601,0.03379903941665183,0.034049006080120986,0.06699831505723089,0.03407822263902802,0.034552143743258185,0.0332638308191501,0.03412103619524993,0.034109713663608876,0.034315616230993364,0.03451440429979173,0.03438155788599656,0.032655420851628106,0.034354266903493455,0.033588008292881166,0.033216388414362266,0.06678295371419392,0.033573580465416024,0.03427709224469316,0.031065213832933453,0.06869422373292784,0.03431180825433971,0.03380987466889215,0.034346562274922866
set_32,0.1320753004551188,0.5960067527353875,0.14972572136739132,0.1669657284949916,0.14006589942845835,0.14885121942177398,0.15849786067225757,0.1536120881579436,0.5838392373068191,0.5334665137226586,0.5383499909180033,0.32786366843321507,0.32603528710087526,0.16731374700747723,0.11268021517096091,0.27534053065781333,0.16055688729680362,0.3291289460703916,0.12018424053056194,0.16941026108019705,0.14970145458420328,0.11279842245588974,0.06892738567693135,0.13635854073519726,0.573869263182287,0.09709774729046194,0.17912256987680633,0.1782488221584189,0.15057179611055857,0.7101178387387993,0.17568170452187212,0.4112606820427149,0.15915039116267335,0.13875599657650445,0.5596252840855607,0.2729820250301103,0.4073156094040533,0.6281429726081708,0.08831135257373864,0.1604202636016047,0.3279070684057001,0.3271972228980058,0.09008529450561928,0.1667453919114443,0.1811427351757435,0.18331375087996807
set_33,0.1593838245954866,0.37739732924167935,0.1674059636891682,0.17191781929720426,0.0928625750053518,0.1049856565720132,0.11171683157244432,0.1350337880723413,0.33751810728067705,0.3033862896411805,0.30282509262581114,0.8810049374216796,0.9837797153241332,0.13934318180865696,0.08684967778941152,0.21240299955081357,0.11925670516339669,0.6825314272950411,0.07383300154011549,0.12293606887732741,0.13292722280140049,0.14895644555172668,0.056393474463290974,0.14187140504395446,0.35322178517237546,0.07076524903294186,0.1322825077229225,0.14972533126372703,0.13433037844259202,0.33582480561131456,0.1537508974026951,0.2716158191905938,0.15833350759853274,0.15828668246974417,0.3709237651392822,0.2106196425976971,0.2677015950770328,0.3373684201177046,0.07076234723996332,0.15293866150254196,0.622330806456917,0.9204859125002146,0.0728434133596745,0.14229397204689792,0.15748554747166113,0.18399869239801597
set_34,0.12256312725311139,0.4161974948260924,0.10836493558225592,0.1192436311841366,0.10331328186823838,0.1467617796974062,0.15619825968092646,0.15445021616902366,0.44751001529300183,0.4300917871530381,0.43129285508679277,0.28677099544705803,0.287856874488881,0.17110721673842647,0.08394317299497685,0.3641080817744057,0.15637393859533574,0.2814894561377573,0.07766485018836433,0.1605754748468917,0.14292146437637782,0.12746758086562646,0.08935935848774636,0.146953664924151,0.4480230959043751,0.08386316644190767,0.180671178656795,0.1579746080307697,0.1538345082400754,0.433677036314428,0.20193634157591778,0.6918099158126081,0.1302357259429123,0.10510196193474615,0.44140088362935087,0.3586025604801451,0.6739257023770236,0.439199128801079,0.0839444280728805,0.1538002487178158,0.2783157115215004,0.28727170477692215,0.08338792260154694,0.16636718650853474,0.2068207609815874,0.16617968988163456
set_35,0.1762486108915771,0.43481790498413014,0.16587207404382112,0.1736549913363417,0.0981260578575749,0.15176482503833302,0.1624665678139799,0.15994676595841328,0.3936248804824748,0.3711482139018078,0.3709011066578062,0.4355142753583911,0.42620639630128443,0.17452346615460373,0.30860136006044986,0.22977978072858973,0.16532049647725922,0.4529017661110883,0.13816654556606636,0.17861243911266575,0.14908219849847618,0.17557358971375037,0.07738129568605494,0.13768347849803833,0.4065682040440659,0.12868984681484189,0.20528834575364774,0.15590758377660968,0.14841107925012248,0.40812541795948865,0.16002343970035524,0.30186247849497333,0.1621356428835583,0.16501350365934359,0.409933975037875,0.22837487986217958,0.3018794170656082,0.4157114936155527,0.11190332243880952,0.17303844179192407,0.45529614060246887,0.4318418966249516,0.11278358499950523,0.18716404115941124,0.16494316572413212,0.18059628245465084
set_36,0.18200957291397005,0.42540613285784173,0.16211792192456562,0.17106377950688204,0.09037123299194386,0.1623977228337381,0.1688468006677341,0.15687725951417425,0.3827465024558737,0.36268194149461674,0.3626221088527119,0.42075396211497523,0.41186022778474074,0.15614390777708465,0.16792670683906832,0.22820782955685506,0.17541858225145004,0.4382752574210906,0.2085691769818458,0.1899001078384572,0.15525170458904416,0.18006062143019363,0.07851656801374066,0.1398020918655136,0.39477291262301256,0.17514329819012384,0.19342985738729015,0.15779945550873198,0.14885537881239713,0.3983288032061582,0.1595724023683861,0.29759746819989225,0.1619477121531671,0.16128289336228957,0.3977064839611108,0.22717267366674307,0.2981421134400211,0.4067733161842549,0.13675545408496856,0.164540712528151,0.4414344718227119,0.41722863049692244,0.13889772900630779,0.16608371419833914,0.1645645566307301,0.1651464512662461
set_37,0.1596660262707616,0.43601837982672226,0.16491782626602977,0.1740455730043416,0.100856362920246,0.13287174876895924,0.14865373271843826,0.1584892242826099,0.39172543358858664,0.3695278326150572,0.3693740168900897,0.427339528344163,0.41994289370210325,0.1786496475346394,0.09709184893180321,0.22939415944923722,0.14647387084513494,0.4391059562786046,0.08629417466735512,0.15551688483846796,0.1387943942877696,0.15976898595468914,0.07279358449046128,0.1295217934682468,0.4052724334866799,0.08949074915274915,0.17545775131426133,0.16209981920527336,0.14358830235139575,0.4045011075396723,0.1601712369810099,0.3015512529607544,0.16776887954271666,0.1743636503208453,0.4083751970986354,0.2286623764194604,0.30212038394348945,0.4164936593985587,0.09213321858679707,0.1614808878771954,0.4393785431426515,0.42447002793476585,0.08854745680623047,0.1777336445049469,0.16504529416728916,0.22283346861159345
set_38,0.15916673091057357,0.4486443002982567,0.1778388433189272,0.17561918165295082,0.11300724482695927,0.15371368668186308,0.16980715874946595,0.16768502952684627,0.4087333426404959,0.3825427039886334,0.3823049913909329,0.45075216866217166,0.4426095105020479,0.16782940398625018,0.1389203672414026,0.2316573697019931,0.1748324590329423,0.4624316873962602,0.15444115826279492,0.17916155356042068,0.15578279528048317,0.18354745677880055,0.0808823292824019,0.1519394882895278,0.4242573756729635,0.13455077027462153,0.19319420659129619,0.17435941583777093,0.1484084577433882,0.41983740967637445,0.16075104131994114,0.30764068438252445,0.1680826909321344,0.17210753735445403,0.428569932754462,0.230225072731057,0.30735921893056317,0.42879396144660487,0.11816542061785305,0.18015227696342803,0.46155376458345587,0.44761635956020374,0.11878300608778483,0.1860921561379611,0.16553682116155657,0.2034303487359494
set_39,0.16690946592835262,0.4538952030704866,0.17071975858828456,0.17332898796808252,0.08765242929311323,0.1550755938499077,0.17219437502787238,0.1684634226707449,0.4135812810781791,0.38617267815059825,0.3858379328249629,0.4522263777650142,0.4453711136357977,0.1707586798096767,0.15989653477346816,0.23219254297893516,0.17270513329290357,0.45959740041045277,0.1908833346733311,0.18337332658045527,0.15319212989310724,0.17667590849667075,0.07938174736130742,0.14202677337945327,0.43005613016503064,0.16058139439468516,0.1898802407415224,0.15525832861799688,0.13514280799363157,0.4225008176042017,0.16105006941639788,0.3096594046624807,0.16255488249918487,0.16925031076107325,0.43424131057001364,0.23096002877797434,0.3093898169317073,0.43404739564954986,0.13384965479513775,0.16803917962640993,0.4568874590342484,0.44964407573686227,0.13452104769642811,0.17833415203064668,0.16576513653917233,0.2040654369757084
set_40,0.15587945420352878,0.3762987967316634,0.16785750689820214,0.1619273517879981,0.061744218483078955,0.11463348541120696,0.11991875676594205,0.1343930209636839,0.33818519255338775,0.30357601547962193,0.30293677753094256,0.7847654487952853,0.865286644533133,0.12289192248788977,0.07803469853464538,0.21223138404073982,0.12324046150830231,0.6233121209490362,0.0824505337559376,0.12827295462348554,0.14876564489316024,0.1742696975037792,0.06962018118417143,0.15130639508119298,0.3541496498850323,0.07969773639552835,0.1364129141686982,0.14816849896391318,0.14910459682788219,0.33424067676630853,0.15379904935320568,0.2720504327503318,0.1575894384310607,0.18046794323086723,0.371893227856647,0.21063301830788791,0.2680499801432807,0.33706001787492873,0.0910370776093263,0.15866634076831312,0.5727176395551159,0.815939273791573,0.08154361161148457,0.1402322579576281,0.15740044219023985,0.16134079391514122
set_41,0.1667886094353014,0.42290826807188087,0.15853437045150276,0.16625569546169233,0.08151124304565394,0.13924867896675355,0.1436688039301949,0.14772502830426018,0.38329606531309796,0.36326111500088726,0.36315015837663156,0.4253969001269115,0.4150799393428785,0.14617297335734347,0.15271731632918398,0.22838276994380094,0.1521819042888577,0.4475481301721518,0.1152011715627933,0.15929816836705268,0.13175172778776212,0.1571167157015629,0.06342739061478145,0.12048074141111202,0.3947678452497162,0.09344763684240419,0.16960421100079912,0.1410255834525066,0.13657878053066425,0.4001436465854057,0.15940250745020157,0.29747559129849005,0.15256023272084965,0.15272507109012065,0.39784834298245136,0.22678739553480226,0.2975771585888004,0.40497240438857773,0.09272455527313993,0.15148933296799408,0.45271320244560304,0.42126598724973424,0.08686299748001482,0.15223070076745118,0.16442819762991379,0.15077365612983074
set_42,0.17348306001947092,0.3728849909291836,0.17004772310651325,0.17262854167855426,0.0893930316950356,0.13073566736588824,0.14401539736513264,0.15998276042939408,0.33110112985295503,0.2995641674950773,0.2992116426020633,0.8231644905795874,0.7499604075154362,0.16231897289919214,0.154648875326728,0.2117967386319111,0.15825913326239824,0.8966659268629137,0.11681242373577573,0.16814142443046745,0.15601867189389737,0.1719076237965558,0.07616318292647646,0.17831402372007754,0.3453882982307649,0.11134612043051316,0.19558335116910935,0.16417683606204334,0.15001317459317676,0.3349645227571356,0.15326488578647107,0.2682441977673984,0.16352577849138308,0.17750177360577366,0.3619597760096056,0.2095816867762324,0.26464586201372947,0.3332752325063232,0.09529313704057828,0.16035329512594548,0.7955633031486681,0.7914468576774543,0.09994033937657097,0.19902716290154077,0.15730331307068593,0.18100401771896896
set_43,0.18060199185963188,0.3693778639484079,0.17068293703923346,0.17476671909336414,0.08109134415286966,0.13565351790170363,0.143347092899209,0.17851958112967944,0.3277570623759024,0.2973924338649602,0.29710658384209193,0.7534416886234653,0.6916478703225676,0.17197426676489003,0.11150536947175364,0.21129160394094668,0.1542288741333028,0.9971840955774733,0.13771363490247596,0.16573699465772682,0.16223859259213416,0.19266708325944656,0.07514671627155349,0.19799953879767856,0.34141527963328794,0.1316181567764213,0.1818502019231169,0.16820318611894233,0.16161123381241616,0.33323652236137524,0.15299975772999053,0.2665168884959862,0.1638099479868382,0.18721811364369115,0.3573765302889415,0.20895132897465923,0.26304423144508865,0.33058357522861803,0.17949251487784557,0.16574480313709913,0.873704067983023,0.7267825259370577,0.1699811366207027,0.19355027614945286,0.15712516329301104,0.1809691778533942
set_44,0.1777370887396979,0.37684283793234513,0.17017144441894103,0.172819381373227,0.08645053130117934,0.13354467111486987,0.14078587748167395,0.16923147146435433,0.33576592683733203,0.3024373091964428,0.3019573435144386,0.9971280350796715,0.8916948066047165,0.16445997040078986,0.13443437740906766,0.21234074799890676,0.1519226294221401,0.7534736958778592,0.12710155015672367,0.16230555566718105,0.1630614681857936,0.18523316806924442,0.07451115065747492,0.19466733324959104,0.3510283846029084,0.11704396356006833,0.18211532692966304,0.16019642415295632,0.1592134455444679,0.3363189809610597,0.15362127506490655,0.2706660064363975,0.16177885676237824,0.18885505542932762,0.3684467247428852,0.210380574511928,0.26686076664314407,0.33657013522616913,0.14580458960897963,0.16473723989847744,0.6807746837525148,0.9509636327618954,0.14817414196719467,0.2021767560964416,0.15748133942928488,0.1803917865144344
set_45,0.14165957848861443,0.3584032404468146,0.12303944463305307,0.13472579918564387,0.09907366752009776,0.16886363548991906,0.1683458218085298,0.15717321350825955,0.3689809327017295,0.3714081669952254,0.3736769952231348,0.2580760493683894,0.256290820507025,0.16641091237987882,0.22394536034367632,0.3486030616627477,0.17395122346031222,0.2614609309290138,0.21035945949443008,0.18132712004654714,0.16454737610419778,0.13034472320772914,0.08138871930894684,0.149879013878335,0.363109724675369,0.17055069092750172,0.1942581857651068,0.1592507664469247,0.14736355848774074,0.3898630122650363,0.19497677072350741,0.47930113810349895,0.13079692440554902,0.12196309420498438,0.35817806628972837,0.3367915997008689,0.4879350814045483,0.375780427257139,0.13923530317938476,0.163547973418064,0.26214031841856944,0.2573771248601334,0.14996391147124477,0.16907211950476356,0.2028646003806605,0.16998765370060423
set_46,0.1919954300536456,0.3773314314788618,0.16057913647917446,0.17047319374972789,0.09988025998846944,0.13790592337299487,0.1485708456333055,0.1450045928892632,0.33679636688286446,0.3030170166584324,0.3024950863232654,0.936516775687794,0.9516620701344457,0.13900893299059383,0.14360598143937053,0.21240154697516675,0.16330737877808887,0.7153827470146515,0.16937055888170463,0.16364496917664934,0.16470639314373586,0.17847682434821444,0.07409596781063321,0.18405415513228976,0.3523063222142368,0.15558250357416517,0.18587631118637896,0.1614105024255753,0.15823494164576665,0.3362015080304591,0.1536978314059174,0.2712162178871122,0.16234197377681522,0.15924961216086528,0.36989897844224795,0.21053102451038944,0.26735236969479315,0.33711554390290854,0.11491945213255027,0.17057865792297777,0.6495271366705277,0.9812561962282998,0.11997095968658943,0.14963297202529122,0.15749451683721216,0.1654984437258871
set_47,0.1898704660208675,0.364285823038127,0.17169124998994956,0.17584528736891072,0.09646489879878441,0.1315474497377662,0.14807650659908905,0.17449418406510955,0.3232645899749491,0.294389963120935,0.2941784089313577,0.686500085270343,0.6348223860743459,0.17264814809360216,0.1183579897844899,0.21052967760217228,0.1583147434866836,0.8876284748025568,0.12673360734986228,0.1618666234582241,0.15652672188825173,0.1812358627409972,0.07748458062858617,0.18364203107274119,0.33613471769528513,0.11249833675726849,0.18296218479011933,0.1750829489938554,0.16994464906616993,0.33043817051149244,0.1526306161078372,0.2641807635201127,0.16649601391184587,0.17370607630545581,0.3512952905018693,0.2080550210671432,0.26086325788415693,0.32676224698288786,0.1028129398999093,0.1744742895139801,0.9850945670891157,0.66429789336369,0.10689846968313044,0.19450614499041372,0.15684918933163397,0.18391076719824553
